Teu,Delivery_Date,Deadweight,Shipbuilder,Group_Beneficial_Owner,Operator,LR_IMO_Ship_No,Speed,Newbuild_Price_USD,Ship_Name,Beam,Delivery Year,Size Group,age
1793,1990-07-27,26282,Bremer Vulkan Schiffbau,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,8905878,18,30300000,MSC Ronit,27.5,1990,1600 - 1799 TEU,25.78716285
1248,1990-08-14,15152,Hanjin Shipbuilding Co Ltd,REGIONAL CONTAINER LINES,RCL SHIPMANAGEMENT PTE LTD,8813659,17,36000000,Nanta Bhum,25,1990,1200 - 1599 TEU,25.73788278
333,1990-08-30,7207,Dae Sun Shipbuilding & Eng,TANTO INTIM LINE PT,TANTO INTIM LINE PT,9036416,14.25,,Tanto Sayang,19.60000038,1990,0 - 899 TEU,25.69407828
495,1990-08-30,8527,Hakata,,SHINYANG NF SHIPPING PTE LTD,9005522,14,,Blue Sky 1,18.22999954,1990,0 - 899 TEU,25.69407828
1277,1990-08-31,18253,Imabari Shbldg - Imabari,EUROSEAS LTD,EUROBULK LTD,8909082,16,,Ninos,27.24799919,1990,1200 - 1599 TEU,25.6913405
200,1990-09-03,4130,Fukuoka Shipbuilding - Fukuoka,SINOKOR MERCHANT MARINE CO LTD,SINOKOR MERCHANT MARINE CO LTD,9000261,18.5,,Sinokor Ulsan,18.39999962,1990,0 - 899 TEU,25.68312715
2954,1990-09-28,43714,Samsung Shipbuilding & HI,HNA GROUP INTERNATIONAL,TIANJIN MARINE SHIPPING CO LTD,8905957,22,50000000,Tian Xin,32.20000076,1990,2900 - 3999 TEU,25.61468262
1057,1990-10-04,23902,Naikai Shipbuilding - Setoda,WAN HAI LINES LTD,WAN HAI LINES LTD,8914025,17.5,,Wan Hai 205,27,1990,900 - 1199 TEU,25.59825593
362,1990-10-09,6533,van der Giessen-Noord BV - Kri,BERMUDA CONTAINER LINE LTD,BERMUDA CONTAINER LINE LTD,8901406,15.89999962,14500000,Oleander,19.85000038,1990,0 - 899 TEU,25.58456702
1752,1990-10-09,26288,Bremer Vulkan Schiffbau,CHIOS MARITIME SA,VASI SHIPPING PTE LTD,8917687,19,30300000,Vasi Sun,27.5,1990,1600 - 1799 TEU,25.58456702
981,1990-10-19,13387,Miho Shimizu,SWIRE & SONS LTD,CHINA NAVIGATION CO PTE LTD,8810449,16,,Island Chief,22.20000076,1990,900 - 1199 TEU,25.55718921
2026,1990-10-30,31584,Hyundai Heavy Inds - Ulsan,,SHANGHAI HAOHUA SHIPPING,8901872,18,27500000,Ming Hao,31.40999985,1990,1800 - 2399 TEU,25.52707362
1169,1990-11-09,18235,Imabari Shbldg - Imabari,ARKAS HOLDING AS,ARKAS DENIZCILIK VE NAKLIYAT,8909094,17,,Arcangelo,27.24799919,1990,900 - 1199 TEU,25.4996958
4814,1990-11-28,60350,Odense Staalskibs - Lindo,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,8715871,24,,MSC Pilar,32.27999878,1990,4000 - 5399 TEU,25.44767796
319,1990-11-30,6491,Qiuxin Shipyard - CHR,NEPTUNE ORIENT LINES LTD,APL LTD,8906652,14.60000038,8200000,Colombo,18.04000092,1990,0 - 899 TEU,25.44220239
1599,1990-12-11,23596,Schichau Seebeckwerft AG - GEU,SHANGHAI ZHONGGU SHIPPING,SHANGHAI ZHONGGU XINLIANG SHPG,8908181,17,,Zhong Gu Tai Shan,27.79999924,1990,1200 - 1599 TEU,25.4120868
976,1990-12-19,9786,Orskov Christensens Staalskibs,CONADE,IMTC,8901640,17.20000076,28000000,Toubkal,22.97999954,1990,900 - 1199 TEU,25.39018455
100,1991-01-01,3244,Tianjin Xingang Shipyard,CHINA GOVT,FUJIAN SHIPPING CO,8847387,11,,Shuang Feng Shan,15,1991,0 - 899 TEU,25.35390123
372,1991-01-25,4652,Sietas Kg,MARIANA SHIPPING CO SA,EL-AMIRA FOR MARITIME AGENCIES,8913021,14.5,,Hajo,16.23999977,1991,0 - 899 TEU,25.28819627
144,1991-01-28,2913,Hanjin HI Co Ltd - Ulsan,,SAK LINE CO LTD,9035979,,,Sak Line 1,14.80000019,1991,0 - 899 TEU,25.27998315
981,1991-02-14,13550,Miho Shimizu,SWIRE & SONS LTD,CHINA NAVIGATION CO PTE LTD,8901705,15.69999981,,Papuan Chief,22.20000076,1991,900 - 1199 TEU,25.23344214
80,1991-03-11,1365,Kegoya,TOSOH LOGISTICS CORP,TOSOH LOGISTICS CORP,9016301,14.30000019,,Tosei,14.02999973,1991,0 - 899 TEU,25.16499947
310,1991-03-29,3276,Naikai Shipbuilding - Setoda,DONG JIN SHIPPING CO LTD,DONG JIN SHIPPING CO LTD,9005601,17.89999962,,Dongjin Tokuyama,18.03000069,1991,0 - 899 TEU,25.11572075
319,1991-03-30,6425,Qiuxin Shipyard - CHR,TANTO INTIM LINE PT,TANTO INTIM LINE PT,8906664,14.60000038,8200000,Tanto Berkat,18.04000092,1991,0 - 899 TEU,25.11298305
453,1991-04-01,7800,Singapore Shipbuilding & Eng,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,9000663,14.5,12000000,Armada Segara,18.39999962,1991,0 - 899 TEU,25.10750763
1404,1991-04-01,22735,Shin Kurushima Onishi,TANTO INTIM LINE PT,TANTO INTIM LINE PT,9003196,19,,Tanto Bersama,27.60000038,1991,1200 - 1599 TEU,25.10750763
372,1991-04-12,4653,Sietas Kg,BASEL MALTA SHIPPING CO LTD,BIA SHIPPING CO,8913071,14,,Basel S4,16.23999977,1991,0 - 899 TEU,25.07739286
976,1991-04-25,9778,Orskov Christensens Staalskibs,ARKAS HOLDING AS,ARKAS DENIZCILIK VE NAKLIYAT,8912455,18,28000000,Horace A,22.97999954,1991,900 - 1199 TEU,25.04180267
204,1991-05-09,3795,ShinA Shipbuilding Co Ltd,HEUNG-A SHIPPING CO LTD,HEUNG-A SHIPPING CO LTD,9001057,13,,Heung-A Pusan,15.6239996,1991,0 - 899 TEU,25.00347478
144,1991-05-14,2792,Hanjin HI Co Ltd - Ulsan,VESCON TUGBOAT & MARINE,VESCON TUGBOAT & MARINE,9050955,12.5,,Sirinun Nava,14.80000019,1991,0 - 899 TEU,24.98978625
981,1991-05-24,13970,Miho Shimizu,SWIRE & SONS LTD,CHINA NAVIGATION CO PTE LTD,8907412,15.69999981,,Kokopo Chief,22.20000076,1991,900 - 1199 TEU,24.96240918
3005,1991-05-27,46600,Bremer Vulkan Schiffbau,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,8913411,21,66342874,MSC Santhya,32.20000076,1991,2900 - 3999 TEU,24.95419606
1599,1991-06-26,23465,Bremer Vulkan Schiffbau,GRAND CHINA LOGISTICS GROUP,FUJIAN ZHONGHANG SHPG CO LTD,9008536,17.70000076,,Jin Yuan He,27.5,1991,1200 - 1599 TEU,24.87206486
204,1991-06-28,3724,ShinA Shipbuilding Co Ltd,HEUNG-A SHIPPING CO LTD,HEUNG-A SHIPPING CO LTD,9001069,13,,Nova,15.6239996,1991,0 - 899 TEU,24.86658945
659,1991-06-28,11117,Husumer Kroeger,,TRANSYUG SHIPPING CO LTD,8919788,15,,Annabella I,21.64999962,1991,0 - 899 TEU,24.86658945
495,1991-07-03,8528,Hakata,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,9031727,16.60000038,,Armada Sejati,18.20000076,1991,0 - 899 TEU,24.85290092
2440,1991-07-15,44541,IHI - Kure,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,8917778,18,52717337,MSC Eloise,32.27999878,1991,2400 - 2699 TEU,24.82004844
414,1991-08-14,8075,Hanjin HI Co Ltd - Ulsan,CARAKA TIRTA PERKASA PT,CARAKA TRANS PACIFIC PT,9001019,14,13300000,Ctp Charlie,20,1991,0 - 899 TEU,24.73791724
724,1991-08-16,8609,Orskov Christensens Staalskibs,CONADE,AVENA MARITIME SA,8914544,16.5,,Confidant,20.77000046,1991,0 - 899 TEU,24.73244182
1928,1991-08-20,31829,Hyundai Heavy Inds - Ulsan,COSTAMARE SHIPPING CO SA,MSC MEDITERRANEAN SHIPPING CO,9007817,18,40000000,MSC Namibia II,31.45999908,1991,1800 - 2399 TEU,24.721491
1380,1991-08-23,22219,Shin Kurushima Onishi,MERATUS LINE PT,YANG MING MARINE TRANSPORT,9014092,18.5,,Meratus Medan 2,27.64800072,1991,1200 - 1599 TEU,24.71327788
1057,1991-08-29,23724,Naikai Shipbuilding - Setoda,WAN HAI LINES LTD,WAN HAI LINES LTD,9002702,17.5,,Wan Hai 206,27.03199959,1991,900 - 1199 TEU,24.69685164
3005,1991-09-24,46975,HDW AG - Kiel - GEU,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,8913447,21,66342874,MSC Atlantic,32.20000076,1991,2900 - 3999 TEU,24.62567126
1380,1991-10-18,22215,Shin Kurushima Onishi,QUANZHOU ANSHENG SHPG CO LTD,QUANZHOU ANSHENG SHPG CO LTD,9014107,18.5,,Ren Jian 7,27.60000038,1991,1200 - 1599 TEU,24.55996631
910,1991-10-22,11800,Fincantieri Stabia,DOLE FOOD CO,DOLE OCEAN CARGO EXPRESS INC,8900335,20,,Dole Costa Rica,27.04999924,1991,900 - 1199 TEU,24.54901548
910,1991-10-26,16337,Fincantieri Ancona,DOLE FOOD CO,DOLE OCEAN CARGO EXPRESS INC,8900323,20,,Dole Honduras,27,1991,900 - 1199 TEU,24.53806465
1461,1991-10-26,24502,Kanasashi - Toyohashi,SINOTRANS,SINOTRANS SUNNYEXPRESS CO LTD,9009176,20,,Zhong Wai Yun Quan Zhou,28,1991,1200 - 1599 TEU,24.53806465
453,1991-10-30,7856,Singapore Shipbuilding & Eng,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,9000675,14.5,12000000,Armada Serasi,18.45000076,1991,0 - 899 TEU,24.52711383
1158,1991-10-30,14190,Mathias-Thesen-Werft GmbH,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,9004190,17.79999924,,Amazon,22.86000061,1991,900 - 1199 TEU,24.52711383
3005,1991-11-19,46600,Bremer Vulkan Schiffbau,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,8913423,21,66342874,MSC Shannon,32.20000076,1991,2900 - 3999 TEU,24.47235969
724,1991-11-22,8627,Orskov Christensens Staalskibs,EIMSKIP EHF,EIMSKIP EHF,8914556,16.5,,Selfoss,20.70000076,1991,0 - 899 TEU,24.46414657
330,1991-11-23,5960,Dae Sun Shipbuilding & Eng,HARBOUR-LINK GROUP BHD,HARBOUR-LINK MARINE SERVICES,9034688,14.39999962,,Harbour Mariner,17.21999931,1991,0 - 899 TEU,24.46140887
1928,1991-11-26,31829,Hyundai Heavy Inds - Ulsan,COSTAMARE SHIPPING CO SA,MSC MEDITERRANEAN SHIPPING CO,9007829,18,40000000,MSC Sierra II,31.45999908,1991,1800 - 2399 TEU,24.45319575
2098,1991-12-09,29651,Uljanik Brodogradiliste,COSTAMARE SHIPPING CO SA,MSC MEDITERRANEAN SHIPPING CO,8907931,18.20000076,40000000,MSC Pylos,32.20000076,1991,1800 - 2399 TEU,24.41760556
3352,1991-12-10,47230,HDW AG - Kiel - GEU,COSTAMARE SHIPPING CO SA,EVERGREEN MARINE CORP,8906731,21,,Karmen,32.26200104,1991,2900 - 3999 TEU,24.41486785
1446,1991-12-20,21825,Odense Staalskibs - Lindo,MOLLER-MAERSK A/S,MCC TRANSPORT SINGAPORE PTE,8819976,18.5,26600000,Thuro Maersk,27.82999992,1991,1200 - 1599 TEU,24.38749079
200,1991-12-28,3477,Wuchang Shipyard,,ROYAL ARMADAS INTL CO LTD,9000766,13.30000019,,Global Nampo,15.80000019,1991,0 - 899 TEU,24.36558913
4469,1992-01-01,65535,Hyundai Heavy Inds - Ulsan,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9000493,24.20000076,80000000,MSC Eugenia,37.18999863,1992,4000 - 5399 TEU,24.35392028
1928,1992-01-09,31829,Hyundai Heavy Inds - Ulsan,COSTAMARE SHIPPING CO SA,MSC MEDITERRANEAN SHIPPING CO,9007831,18,40000000,MSC Reunion,31.45999908,1992,1800 - 2399 TEU,24.33201927
1380,1992-01-24,22210,Shin Kurushima Onishi,,GSS MARINE SHIPPING SERVICES,9014080,18.5,,Cougar,27.60000038,1992,1200 - 1599 TEU,24.29095488
1551,1992-01-27,24497,Kanasashi - Toyohashi,CSL SHIP MANAGEMENT PTE LTD,CONTINENTAL SHIPPING LINE PTE,9009188,20,,Kyaukphyu Star,28,1992,1200 - 1599 TEU,24.28274201
453,1992-01-30,7866,Singapore Shipbuilding & Eng,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,9013139,14.55000019,12000000,Armada Senada,18.39999962,1992,0 - 899 TEU,24.27452913
1166,1992-02-14,14313,MTW Schiffswerft GmbH,TRANSWORLD GROUP,SHREYAS SHIPPING & LOGISTICS,9003471,16,,Oel Trust,23.15999985,1992,900 - 1199 TEU,24.23346474
1446,1992-02-20,21825,Odense Staalskibs - Lindo,MOLLER-MAERSK A/S,MAERSK LINE A/S,8819988,18.5,26600000,Tove Mærsk,27.82999992,1992,1200 - 1599 TEU,24.21703898
3352,1992-02-25,47230,HDW AG - Kiel - GEU,COSTAMARE SHIPPING CO SA,EVERGREEN MARINE CORP,8906743,21,,Marina,32.26200104,1992,2900 - 3999 TEU,24.20335085
724,1992-02-28,8627,Orskov Christensens Staalskibs,EIMSKIP EHF,EIMSKIP EHF,8914568,16.5,,Bruarfoss,20.77000046,1992,0 - 899 TEU,24.19513798
700,1992-04-02,12839,Shin Kurushima Akitsu,PAN CONTINENTAL SHIPPING CO,TRANS VICTORIA MARINE INC,9014119,16,,Ocean Express,21.79999924,1992,0 - 899 TEU,24.10205869
1446,1992-04-07,21825,Odense Staalskibs - Lindo,MOLLER-MAERSK A/S,MCC TRANSPORT SINGAPORE PTE,8819990,18.5,26600000,Thies Maersk,27.82999992,1992,1200 - 1599 TEU,24.08837057
342,1992-04-30,5965,Dae Sun Shipbuilding & Eng,KOREA MARINE TRANSPORT CO LTD,KOREA MARINE TRANSPORT CO LTD,9044138,14.89999962,,Sunny Pine,17.21999931,1992,0 - 899 TEU,24.02540517
1446,1992-05-22,21825,Odense Staalskibs - Lindo,MOLLER-MAERSK A/S,MAERSK LINE A/S,8820004,18.5,26600000,Troense Mærsk,27.82999992,1992,1200 - 1599 TEU,23.9651774
923,1992-05-27,12835,MTW Schiffswerft GmbH,AKAR DENIZ TASIMACILIGI VE TIC,AKAR DENIZ TASIMACILIGI VE TIC,9004217,17.39999962,,Purki,23.53000069,1992,900 - 1199 TEU,23.95148927
1012,1992-06-01,12576,Szczecinska Stocznia SA,,MTT SHIPPING SDN BHD,8900854,17.5,,Mtt Kuching,22.62000084,1992,900 - 1199 TEU,23.93780114
342,1992-06-04,5940,Dae Sun Shipbuilding & Eng,KOREA MARINE TRANSPORT CO LTD,KOREA MARINE TRANSPORT CO LTD,9044140,14.89999962,,Sunny Cedar,17.21999931,1992,0 - 899 TEU,23.92958826
976,1992-06-12,9868,Orskov Christensens Staalskibs,GOLDENPORT SHIPMANAGEMENT LTD,MSC MEDITERRANEAN SHIPPING CO,9002398,17.5,,Brilliant,22.97999954,1992,900 - 1199 TEU,23.90768725
650,1992-06-19,8122,Atlantis Engineering & Const,MERATUS LINE PT,MERATUS LINE PT,9012549,15,,Meratus Ambon,20.82999992,1992,0 - 899 TEU,23.88852387
95,1992-06-22,1848,Imamura,SITA WASTE SERVICES LTD,SWIRE & SONS LTD,9037496,11.10000038,,Chai Wan,18.19000053,1992,0 - 899 TEU,23.88031099
700,1992-06-30,12827,Shin Kurushima Akitsu,DOOWOO SHIPPING CORP,DOOWOO SHIPPING CORP,9014121,16,,Doowoo Family,21.79999924,1992,0 - 899 TEU,23.85840999
1658,1992-07-10,25275,Odense Staalskibs - Lindo,MOLLER-MAERSK A/S,MAERSK LINE A/S,8820016,18.25,26600000,Clara Maersk,27.87999916,1992,1600 - 1799 TEU,23.83103373
2680,1992-07-16,45696,Bremer Vulkan Schiffbau,HAINAN GROUP,GRAND CHINA SHIPPING YANTAI CO,9008550,19,53388676,Da Xin Hua Yan Tai,32.20000076,1992,2400 - 2699 TEU,23.81460797
95,1992-08-07,1848,Imamura,SITA WASTE SERVICES LTD,CHINA NAVIGATION CO PTE LTD,9037501,11.10000038,,Nim Wan,18.19000053,1992,0 - 899 TEU,23.7543802
2019,1992-08-09,28555,Nassco,MATSON INC,MATSON NAVIGATION CO INC,9002037,22.5,129000000,R. J. Pfeiffer,32.26399994,1992,1800 - 2399 TEU,23.74890495
1057,1992-08-24,23690,Naikai Zosen Corp - Setoda,WAN HAI LINES LTD,WAN HAI LINES LTD,9039561,17.5,,Wan Hai 207,27.03199959,1992,900 - 1199 TEU,23.70784056
1658,1992-08-31,25275,Odense Staalskibs - Lindo,MAERSK LINE LTD-USA,MAERSK LINE A/S,8820195,18.25,26600000,Maersk California,27.87999916,1992,1600 - 1799 TEU,23.68867718
378,1992-09-28,5334,Teraoka Shipyard Co Ltd,NORTHERN RIVER SHIPPING LINES,STAR FEEDERS LLC,9040120,14,13000000,Dubai Fortune,17.15999985,1992,0 - 899 TEU,23.61202365
1012,1992-09-28,12578,Szczecinska Stocznia SA,,MSC MEDITERRANEAN SHIPPING CO,8901925,17.5,,Grand,22.29999924,1992,900 - 1199 TEU,23.61202365
3007,1992-11-02,46600,Bremer Vulkan Schiffbau,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,8918954,21,66342874,MSC Nederland,32.20000076,1992,2900 - 3999 TEU,23.51620675
412,1992-11-03,7240,Qiuxin Shipyard - CHR,HNA GROUP INTERNATIONAL,TIANJIN MARINE SHIPPING CO LTD,9032044,14.39999962,,Tian Rong,20.20000076,1992,0 - 899 TEU,23.51346912
1599,1992-11-20,23596,Bremer Vulkan Schiffbau,FUJIAN CHANGAN SHIPPING CO LTD,FUJIAN CHANGAN SHIPPING CO LTD,9051222,17,,Xin Bin Jiang,27.5,1992,1200 - 1599 TEU,23.46692948
1038,1992-11-30,17446,Kanda Kawajiri,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9012862,17,25816967,Concord,25.64500046,1992,900 - 1199 TEU,23.43955322
976,1992-12-14,9868,Orskov Christensens Staalskibs,GOLDENPORT SHIPMANAGEMENT LTD,MSC MEDITERRANEAN SHIPPING CO,9020950,18,,Gitte,22.97999954,1992,900 - 1199 TEU,23.40122646
626,1992-12-28,9203,Volkswerft Stralsund GmbH,MKM CHARTERING INC,MAGLOB,9012795,16.29999924,,Rio Chara,20.52000046,1992,0 - 899 TEU,23.36289969
1012,1992-12-30,12576,Szczecinska Stocznia SA,ESMERALDA SCHIFFAHRTS,ESMERALDA SCHIFFAHRTS,8912742,17.5,,Esm Cremona,22.62000084,1992,900 - 1199 TEU,23.35742444
2021,1992-12-30,31160,Gdanska Stocznia SA,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9039250,19.20000076,30931000,MSC Joy,31,1992,1800 - 2399 TEU,23.35742444
1298,1993-02-05,23837,Naikai Zosen Corp - Setoda,WAN HAI LINES LTD,WAN HAI LINES LTD,9048574,17.5,,Wan Hai 211,27.03199959,1993,1200 - 1599 TEU,23.25804244
2680,1993-02-05,45668,Thyssen Nordseewerke,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9008603,19.70000076,53388676,MSC America,32.20000076,1993,2400 - 2699 TEU,23.25804244
3005,1993-02-12,47120,HDW AG - Kiel - GEU,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,8918978,21,66342874,MSC Suez,32.26399994,1993,2900 - 3999 TEU,23.23887748
316,1993-02-26,5648,Daedong Shipbuilding - Busan,,DALIAN SEITAIGEN INTERNATIONAL,9045986,14,,Boun 1,15.85000038,1993,0 - 899 TEU,23.20054757
3005,1993-02-26,46852,Bremer Vulkan Schiffbau,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,8918966,21,66342874,MSC Mandy,32.20000076,1993,2900 - 3999 TEU,23.20054757
1304,1993-03-02,22308,Shin Kurushima Onishi,TANTO INTIM LINE PT,TANTO INTIM LINE PT,9035515,19.10000038,,Tanto Bersatu,27.60000038,1993,1200 - 1599 TEU,23.18959617
1298,1993-03-24,23877,Naikai Zosen Corp - Setoda,WAN HAI LINES LTD,WAN HAI LINES LTD,9048586,17.5,,Wan Hai 212,27.03199959,1993,1200 - 1599 TEU,23.12936345
3720,1993-03-31,56152,Shin Kurushima Onishi,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9043756,24.60000038,,MSC Erminia,32.20000076,1993,2900 - 3999 TEU,23.11019849
1139,1993-04-01,12200,Orskov Christensens Staalskibs,ARKAS HOLDING AS,ARKAS DENIZCILIK VE NAKLIYAT,9020338,18.10000038,43000000,Inga A,23.12700081,1993,900 - 1199 TEU,23.10746064
1388,1993-04-02,20211,Kvaerner Warnow Werft GmbH,CSL SHIP MANAGEMENT PTE LTD,CONTINENTAL SHIPPING LINE PTE,9004243,17.25,,Andaman Star,25.23999977,1993,1200 - 1599 TEU,23.10472279
923,1993-04-07,12854,MTW Schiffswerft GmbH,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9004231,17.39999962,,MSC Esha,23.53000069,1993,900 - 1199 TEU,23.09103354
385,1993-04-30,6796,Dae Sun Shipbuilding & Eng,TANTO INTIM LINE PT,TANTO INTIM LINE PT,9055498,14.5,,Tanto Subur I,18.98999977,1993,0 - 899 TEU,23.02806297
1038,1993-05-06,17446,Kanda Kawajiri,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9012874,17,25816967,Uni-Concert,25.64500046,1993,900 - 1199 TEU,23.01163587
1169,1993-05-17,18372,Imabari Shbldg - Imabari,EUROSEAS LTD,GOLD STAR LINE LTD,9055448,17,26129000,Kuo Hsiung,27.24799919,1993,900 - 1199 TEU,22.98151951
316,1993-05-18,5629,Daedong Shipbuilding - Busan,DONG JIN SHIPPING CO LTD,DONG JIN SHIPPING CO LTD,9045998,15.39999962,,Dongjin Hakata,15.85000038,1993,0 - 899 TEU,22.97878166
1016,1993-05-21,12575,Szczecinska Stocznia SA,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,9063964,17.5,,Armada Papua,22.62000084,1993,900 - 1199 TEU,22.9705681
1016,1993-06-01,12587,Szczecinska Stocznia SA,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,9063990,17.5,,Armada Persada,22.62000084,1993,900 - 1199 TEU,22.94045175
1288,1993-06-08,15302,Hanjin HI Co Ltd - Ulsan,REGIONAL CONTAINER LINES,RCL SHIPMANAGEMENT PTE LTD,9046411,17,25000000,Xetha Bhum,25.03800011,1993,1200 - 1599 TEU,22.92128679
1388,1993-06-08,20150,Kvaerner Warnow Werft GmbH,CSL ASIA SHIPPING PTE LTD,CONTINENTAL SHIPPING LINE PTE,9004255,17,,Malacca Star,25.23999977,1993,1200 - 1599 TEU,22.92128679
385,1993-06-30,6810,Dae Sun Shipbuilding & Eng,TANTO INTIM LINE PT,TANTO INTIM LINE PT,9055503,14,,Tanto Subur II,18.98999977,1993,0 - 899 TEU,22.86105407
3005,1993-06-30,46600,HDW AG - Kiel - GEU,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,8918980,21,77188447,MSC Jordan,32.26399994,1993,2900 - 3999 TEU,22.86105407
279,1993-07-01,4465,Jiangxi Jiangzhou Shipyard,CARAKA TIRTA PERKASA PT,CARAKA TIRTA PERKASA PT,9040015,12.5,7000000,Ctp Eagle,17.62999916,1993,0 - 899 TEU,22.85831622
2680,1993-08-05,45670,HDW AG - Kiel - GEU,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9008574,19.70000076,53388676,MSC Tasmania,32.27600098,1993,2400 - 2699 TEU,22.76249144
3424,1993-08-19,43436,Samsung Heavy Inds - Geoje,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9060637,22,46000000,MSC Martina,32,1993,2900 - 3999 TEU,22.72416153
1012,1993-08-20,12577,Szczecinska Stocznia SA,PDZ HOLDINGS BHD,PDZ SDN BHD,9064009,17.5,,Pdz Mewah,22.64500046,1993,900 - 1199 TEU,22.72142368
509,1993-08-27,5336,Sietas Kg,FOROOHARI SCHIFFAHRTS,BF SHIPMANAGEMENT GMBH & CO KG,9061277,15,,Bf Melody,18.44000053,1993,0 - 899 TEU,22.70225873
598,1993-09-01,12231,Torgem,METE KARDESLER DENIZ TAS AS,METE KARDESLER DENIZ TAS AS,8913320,14,,Zinnet Mete,19.70000076,1993,0 - 899 TEU,22.68856947
1156,1993-09-20,14120,Szczecinska Stocznia SA,WORDEN GMBH & CO KG,OCEAN AFRICA CONTAINER LINES,9063988,17,,Border,22.29999924,1993,900 - 1199 TEU,22.63655031
1288,1993-09-21,15346,Hanjin HI Co Ltd - Ulsan,REGIONAL CONTAINER LINES,RCL SHIPMANAGEMENT PTE LTD,9046423,17,25000000,Yantra Bhum,25.03800011,1993,1200 - 1599 TEU,22.63381246
1012,1993-09-30,12568,Szczecinska Stocznia SA,CARAKA TIRTA PERKASA PT,CARAKA TIRTA PERKASA PT,8912730,16.60000038,,Ctp Delta,22.62000084,1993,900 - 1199 TEU,22.6091718
1139,1993-10-01,12216,Orskov Christensens Staalskibs,ARKAS HOLDING AS,ARKAS DENIZCILIK VE NAKLIYAT,9020340,18.5,43000000,Martine A,23.12999916,1993,900 - 1199 TEU,22.60643395
515,1993-10-02,5335,Sietas Kg,HS SCHIFFAHRTS GMBH & CO KG,HS SCHIFFAHRTS GMBH & CO KG,9061253,15,,Heinz Schepers,18.44000053,1993,0 - 899 TEU,22.6036961
3424,1993-10-08,43618,Samsung Heavy Inds - Geoje,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9060649,22,46000000,MSC Monica,32.20000076,1993,2900 - 3999 TEU,22.58726899
1368,1993-10-15,22000,Naikai Zosen Corp - Setoda,WAN HAI LINES LTD,WAN HAI LINES LTD,9059121,17.5,,Wan Hai 213,27.03199959,1993,1200 - 1599 TEU,22.56810404
1468,1993-10-27,20540,Kvaerner Warnow Werft GmbH,CSL SHIP MANAGEMENT PTE LTD,CONTINENTAL SHIPPING LINE PTE,9064762,19,31000000,Pathein Star,25.23999977,1993,1200 - 1599 TEU,22.53524983
357,1993-10-30,6744,Dae Sun Shipbuilding & Eng,,TIANJIN MARINE SHIPPING CO LTD,9065429,14,10000000,Asian Star,19,1993,0 - 899 TEU,22.52703628
515,1993-10-30,6153,Sietas Kg,GANT TRADING SHIPPING CORP,GANT TRADING SHIPPING CORP,9061265,15.5,,Archer,18.44000053,1993,0 - 899 TEU,22.52703628
626,1993-10-30,9410,Volkswerft Stralsund GmbH,MENTARI SEJATIPERKASA PT,MENTARI SARANA PERSADA PT,9012800,17,,Mentari Persada,20.52000046,1993,0 - 899 TEU,22.52703628
495,1993-11-01,8853,Kyokuyo Shipyard Corp,,FUJIAN ORIENT SHIPPING CO LTD,9078464,13.80000019,,Dong Fang Shun,18.20000076,1993,0 - 899 TEU,22.52156057
